               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.044372,            0.058429,            0.017331,             0.70275,             0.64886,             0.71695,             0.47873,            0.040682,            0.036636,           0.0094698,              0.0937,              0.0007,              0.0007
